Enno elle jenmam urupudna,1
Thora lotta jeeyadi ghanaaras,1
Mogo chod lavaranee,1
Tu kanadee thalyedi pisi madiri dekaaras,1
Tu elle kerithe mogo oppaeney,1
Kobeem enno thaapu thaapu ken keray,1
Thego ouraa ghommo avaatha oppana,1
Mogo thego ghommo jaatho oppana,1
Enno kaigi meni ecchite,1
Kaago lolpaada mathiri chalarthe,1
Sunno mathiri kaathele ra meni sodraathe,1
Kuppo vasuno chod hodeni,1
